row_index,role
8361,train
8362,calibration
8363,calibration
8364,train
8365,train
8366,train
8367,train
8368,train
8369,val
8370,val
8371,train
8372,val
8373,train
8374,val
8375,train
8376,train
8377,train
8378,train
8379,calibration
8380,val
8381,train
8382,val
8383,train
8384,train
8385,challenge
8386,challenge
8387,train
8388,train
8389,train
8390,challenge
8391,calibration
8392,train
8393,calibration
8394,train
8395,val
8396,train
8397,calibration
8398,train
8399,val
8400,val
8401,challenge
8402,challenge
8403,train
8404,train
8405,train
8406,train
8407,val
8408,val
8409,val
8410,train
8411,train
8412,val
8413,challenge
8414,val
8415,train
8416,challenge
8417,val
8418,challenge
8419,train
8420,train
8421,train
8422,train
8423,calibration
8424,val
8425,train
8426,calibration
8427,val
8428,train
8429,calibration
8430,train
8431,train
8432,train
8433,val
8434,train
8435,challenge
8436,train
8437,val
8438,train
8439,train
8440,calibration
8441,train
8442,train
8443,train
8444,train
8445,challenge
8446,challenge
8447,challenge
8448,val
8449,val
8450,train
8451,train
8452,val
8453,val
8454,val
8455,train
8456,val
8457,train
8458,train
8459,train
8460,train
8461,train
8462,val
8463,challenge
8464,challenge
8465,val
8466,calibration
8467,train
8468,train
8469,train
8470,calibration
8471,challenge
8472,val
8473,train
8474,train
8475,calibration
8476,train
8477,train
8478,challenge
8479,train
8480,train
8481,train
8482,calibration
8483,calibration
8484,train
8485,train
8486,challenge
8487,challenge
8488,train
8489,train
8490,train
8491,train
8492,train
8493,train
8494,train
8495,train
8496,train
8497,train
8498,val
8499,train
8500,val
8501,val
8502,train
8503,train
8504,train
8505,calibration
8506,train
8507,train
8508,val
8509,train
8510,val
8511,val
8512,train
8513,val
8514,train
8515,train
8516,challenge
8517,val
8518,train
8519,challenge
8520,train
8521,train
8522,train
8523,train
8524,train
8525,train
8526,train
8527,calibration
8528,train
8529,train
8530,train
8531,train
8532,calibration
8533,challenge
8534,challenge
8535,train
8536,val
8537,train
8538,train
8539,train
8540,val
8541,calibration
8542,train
8543,train
8544,train
8545,challenge
8546,train
8547,train
8548,val
8549,val
8550,train
8551,challenge
8552,challenge
8553,train
8554,train
8555,train
8556,train
8557,train
8558,train
8559,train
8560,train
8561,train
8562,val
8563,challenge
8564,val
8565,calibration
8566,train
8567,train
8568,challenge
8569,challenge
8570,challenge
8571,train
8572,train
8573,val
8574,calibration
8575,train
8576,challenge
8577,train
8578,val
8579,val
8580,challenge
8581,val
8582,calibration
8583,challenge
8584,train
8585,train
8586,train
8587,train
8588,train
8589,train
8590,train
8591,val
8592,train
8593,val
8594,val
8595,train
8596,val
8597,train
8598,challenge
8599,challenge
8600,calibration
8601,train
8602,train
8603,train
8604,train
8605,train
8606,train
8607,val
8608,val
8609,train
8610,train
8611,calibration
8612,train
8613,train
8614,train
8615,val
8616,train
8617,train
8618,challenge
8619,train
8620,calibration
8621,train
8622,challenge
8623,challenge
8624,train
8625,train
8626,train
8627,train
8628,train
8629,train
8630,train
8631,challenge
8632,train
8633,train
8634,train
8635,train
8636,train
8637,train
8638,train
8639,train
8640,train
8641,train
8642,train
8643,challenge
8644,train
8645,challenge
8646,train
8647,val
8648,train
8649,challenge
8650,train
8651,train
8652,challenge
8653,train
8654,train
8655,calibration
8656,train
8657,calibration
8658,train
8659,val
8660,challenge
8661,train
8662,val
8663,train
8664,train
8665,val
8666,train
8667,challenge
8668,train
8669,train
8670,train
8671,challenge
8672,train
8673,val
8674,calibration
8675,challenge
8676,val
8677,train
8678,challenge
8679,challenge
8680,train
8681,train
8682,train
8683,challenge
8684,train
8685,challenge
8686,calibration
8687,train
8688,train
8689,train
8690,train
8691,train
8692,train
8693,train
8694,train
8695,calibration
8696,calibration
8697,challenge
8698,val
8699,train
8700,train
8701,val
8702,calibration
8703,calibration
8704,train
8705,train
8706,calibration
8707,val
8708,train
8709,train
8710,train
8711,train
8712,train
8713,train
8714,train
8715,train
8716,val
8717,calibration
8718,train
8719,train
8720,train
8721,train
8722,train
8723,val
8724,train
8725,train
8726,train
8727,challenge
8728,train
8729,train
8730,train
8731,train
8732,val
8733,train
8734,train
8735,train
8736,train
8737,train
8738,train
8739,challenge
8740,val
8741,train
8742,train
8743,train
8744,train
8745,calibration
8746,train
8747,val
8748,train
8749,train
8750,train
8751,train
8752,challenge
8753,challenge
8754,train
8755,train
8756,train
8757,train
8758,calibration
8759,train
8760,calibration
8761,train
8762,train
8763,train
8764,val
8765,calibration
8766,train
8767,challenge
8768,train
8769,train
8770,challenge
8771,train
8772,train
8773,calibration
8774,challenge
8775,val
8776,challenge
8777,challenge
8778,val
8779,challenge
8780,train
8781,train
8782,val
8783,train
8784,challenge
8785,val
8786,val
8787,train
8788,calibration
8789,challenge
8790,train
8791,val
8792,challenge
8793,val
8794,challenge
8795,train
8796,val
8797,train
8798,train
8799,train
8800,train
8801,challenge
8802,val
8803,train
8804,val
8805,train
8806,train
8807,val
8808,val
8809,train
8810,train
8811,train
8812,train
8813,calibration
8814,train
8815,calibration
8816,challenge
8817,val
8818,train
8819,train
8820,train
8821,train
8822,train
8823,val
8824,challenge
8825,train
8826,train
8827,calibration
8828,calibration
8829,calibration
8830,train
8831,train
8832,val
8833,train
8834,challenge
8835,calibration
8836,val
8837,train
8838,challenge
8839,train
8840,challenge
8841,train
8842,val
8843,challenge
8844,train
8845,train
8846,val
8847,train
8848,challenge
8849,train
8850,challenge
8851,challenge
8852,train
8853,challenge
8854,train
8855,train
8856,train
8857,challenge
8858,train
8859,calibration
8860,train
8861,train
8862,val
8863,calibration
8864,train
8865,train
8866,train
8867,train
8868,challenge
8869,calibration
8870,challenge
8871,train
8872,train
8873,train
8874,train
8875,challenge
8876,train
8877,train
8878,val
8879,train
8880,train
8881,train
8882,train
8883,train
8884,challenge
8885,challenge
8886,train
8887,train
8888,val
8889,val
8890,val
8891,challenge
8892,challenge
8893,train
8894,train
8895,calibration
8896,calibration
8897,train
8898,train
8899,calibration
8900,train
8901,train
8902,train
8903,train
8904,calibration
8905,train
8906,val
8907,val
8908,val
8909,train
8910,train
8911,train
8912,train
8913,train
8914,challenge
8915,challenge
8916,train
8917,val
8918,train
8919,train
8920,train
8921,train
8922,challenge
8923,train
8924,train
8925,calibration
8926,train
8927,train
8928,train
8929,train
8930,val
8931,challenge
8932,train
8933,train
8934,calibration
8935,train
8936,train
8937,val
8938,train
8939,train
8940,calibration
8941,train
8942,train
8943,challenge
8944,train
8945,train
8946,challenge
8947,train
8948,train
8949,train
8950,val
8951,train
8952,challenge
8953,train
8954,train
8955,train
8956,train
8957,train
8958,train
8959,train
8960,train
8961,train
8962,challenge
8963,train
8964,train
8965,train
8966,train
8967,challenge
8968,train
8969,train
8970,train
8971,challenge
8972,val
8973,val
8974,calibration
8975,train
8976,train
8977,train
8978,train
8979,challenge
8980,train
8981,calibration
8982,calibration
8983,challenge
8984,train
8985,val
8986,train
8987,train
8988,train
8989,train
8990,train
8991,train
8992,train
8993,train
8994,train
8995,train
8996,calibration
8997,val
8998,train
8999,val
9000,train
9001,challenge
9002,challenge
9003,train
9004,train
9005,val
9006,train
9007,challenge
9008,train
9009,train
9010,train
9011,val
9012,calibration
9013,val
9014,calibration
9015,val
9016,train
9017,challenge
9018,train
9019,train
9020,train
9021,train
9022,challenge
9023,challenge
9024,calibration
9025,train
9026,train
9027,train
9028,val
9029,train
9030,train
9031,train
9032,train
9033,train
9034,calibration
9035,train
9036,val
9037,calibration
9038,train
9039,challenge
9040,train
9041,train
9042,train
9043,challenge
9044,train
9045,calibration
9046,val
9047,train
9048,train
9049,train
9050,train
9051,calibration
9052,calibration
9053,train
9054,train
9055,train
9056,val
9057,train
9058,train
9059,calibration
9060,train
9061,train
9062,train
9063,val
9064,challenge
9065,val
9066,train
9067,val
9068,train
9069,train
9070,train
9071,train
9072,challenge
9073,challenge
9074,train
9075,train
9076,calibration
9077,train
9078,train
9079,val
9080,train
9081,train
9082,train
9083,train
9084,val
9085,calibration
9086,train
9087,train
9088,train
9089,val
9090,train
9091,train
9092,calibration
9093,train
9094,train
9095,train
9096,train
9097,train
9098,val
9099,train
9100,challenge
9101,train
9102,train
9103,train
9104,challenge
9105,train
9106,train
9107,challenge
9108,challenge
9109,challenge
9110,train
9111,train
9112,train
9113,train
9114,train
9115,train
9116,challenge
9117,train
9118,train
9119,train
9120,challenge
9121,train
9122,challenge
9123,challenge
9124,train
9125,challenge
9126,challenge
9127,train
9128,calibration
9129,calibration
9130,train
9131,train
9132,train
9133,train
9134,train
9135,train
9136,train
9137,train
9138,val
9139,train
9140,train
9141,calibration
9142,val
9143,train
9144,train
9145,train
9146,challenge
9147,train
9148,train
9149,train
9150,val
9151,train
9152,train
9153,train
9154,challenge
9155,train
9156,train
9157,train
9158,train
9159,train
9160,train
9161,train
9162,train
9163,train
9164,challenge
9165,train
9166,val
9167,train
9168,train
9169,train
9170,train
9171,train
9172,challenge
9173,challenge
9174,train
9175,challenge
9176,challenge
9177,train
9178,val
9179,train
9180,calibration
9181,train
9182,val
9183,train
9184,val
9185,challenge
9186,train
9187,train
9188,challenge
9189,calibration
9190,train
9191,train
9192,train
9193,train
9194,train
9195,challenge
9196,val
9197,val
9198,train
9199,train
9200,train
9201,calibration
9202,train
9203,train
9204,train
9205,challenge
9206,challenge
9207,train
9208,train
9209,train
9210,challenge
9211,challenge
9212,challenge
9213,train
9214,train
9215,train
9216,calibration
9217,train
9218,train
9219,challenge
9220,challenge
9221,train
9222,train
9223,train
9224,val
9225,train
9226,challenge
9227,train
9228,challenge
9229,train
9230,calibration
9231,train
9232,calibration
9233,train
9234,train
9235,challenge
9236,train
9237,train
9238,val
9239,train
9240,train
9241,train
9242,val
9243,challenge
9244,train
9245,calibration
9246,train
9247,train
9248,train
9249,val
9250,train
9251,train
9252,train
9253,challenge
9254,val
9255,train
9256,challenge
9257,train
9258,val
9259,challenge
9260,calibration
9261,calibration
9262,train
9263,train
9264,challenge
9265,train
9266,train
9267,train
9268,val
9269,train
9270,val
9271,train
9272,challenge
9273,train
9274,train
9275,train
9276,train
9277,val
9278,train
9279,challenge
9280,train
9281,challenge
9282,train
9283,val
9284,val
9285,challenge
9286,train
9287,val
9288,calibration
9289,val
9290,train
9291,val
9292,train
9293,challenge
9294,val
9295,train
9296,calibration
9297,challenge
9298,train
9299,train
9300,challenge
9301,val
9302,val
9303,calibration
9304,challenge
9305,train
9306,val
9307,train
9308,calibration
9309,train
9310,train
9311,train
9312,challenge
9313,calibration
9314,challenge
9315,challenge
9316,challenge
9317,calibration
9318,challenge
9319,train
9320,train
9321,train
9322,train
9323,train
9324,train
9325,challenge
9326,val
9327,train
9328,train
9329,train
9330,calibration
9331,train
9332,challenge
9333,train
9334,train
9335,train
9336,train
9337,calibration
9338,train
9339,calibration
9340,train
9341,train
9342,train
9343,val
9344,train
9345,train
9346,challenge
9347,train
9348,val
9349,challenge
9350,train
9351,train
9352,val
9353,train
9354,train
9355,train
9356,train
9357,train
9358,val
9359,challenge
9360,train
9361,val
9362,train
9363,train
9364,train
9365,challenge
9366,train
9367,train
9368,challenge
9369,train
9370,challenge
9371,train
9372,train
9373,train
9374,train
9375,train
9376,train
9377,train
9378,challenge
9379,train
9380,train
9381,challenge
9382,calibration
9383,train
9384,train
9385,train
9386,train
9387,calibration
9388,train
9389,train
9390,train
9391,train
9392,calibration
9393,train
9394,calibration
9395,train
9396,calibration
9397,train
9398,val
9399,train
9400,train
9401,calibration
9402,train
9403,val
9404,train
9405,calibration
9406,train
9407,train
9408,train
9409,train
9410,train
9411,train
9412,train
9413,val
9414,train
9415,challenge
9416,train
9417,challenge
9418,train
9419,train
9420,calibration
9421,val
9422,train
9423,challenge
9424,calibration
9425,train
9426,train
9427,calibration
9428,val
9429,train
9430,train
9431,train
9432,train
9433,calibration
9434,challenge
9435,train
9436,train
9437,train
9438,train
9439,challenge
9440,challenge
9441,train
9442,train
9443,challenge
9444,train
9445,train
9446,train
9447,challenge
9448,train
9449,train
9450,train
9451,train
9452,challenge
9453,train
9454,train
9455,train
9456,train
9457,val
9458,challenge
9459,challenge
9460,val
9461,val
9462,calibration
9463,train
9464,train
9465,train
9466,val
9467,train
9468,train
9469,train
9470,val
9471,train
9472,train
9473,challenge
9474,train
9475,train
9476,challenge
9477,challenge
9478,train
9479,train
9480,challenge
9481,val
9482,train
9483,train
9484,train
9485,train
9486,calibration
9487,train
9488,train
9489,val
9490,challenge
9491,train
9492,train
9493,val
9494,challenge
9495,challenge
9496,train
9497,challenge
9498,calibration
9499,train
9500,train
9501,calibration
9502,train
9503,train
9504,challenge
9505,challenge
9506,train
9507,val
9508,val
9509,train
9510,calibration
9511,val
9512,train
9513,challenge
9514,challenge
9515,calibration
9516,train
9517,train
9518,train
9519,train
9520,train
9521,train
9522,train
9523,train
9524,train
9525,train
9526,train
9527,calibration
9528,train
9529,train
9530,train
9531,val
9532,train
9533,train
9534,train
9535,train
9536,train
9537,train
9538,train
9539,challenge
9540,train
9541,calibration
9542,train
9543,train
9544,calibration
9545,train
9546,challenge
9547,train
9548,calibration
9549,challenge
9550,train
9551,train
9552,train
9553,calibration
9554,val
9555,train
9556,challenge
9557,val
9558,train
9559,val
9560,val
9561,train
9562,challenge
9563,challenge
9564,val
9565,train
9566,train
9567,challenge
9568,val
9569,val
9570,train
9571,train
9572,train
9573,calibration
9574,train
9575,train
9576,calibration
9577,train
9578,train
9579,challenge
9580,train
9581,calibration
9582,challenge
9583,challenge
9584,calibration
9585,train
9586,val
9587,train
9588,train
9589,train
9590,train
9591,challenge
9592,train
9593,calibration
9594,train
9595,train
9596,calibration
9597,challenge
9598,calibration
9599,train
9600,train
9601,train
9602,train
9603,challenge
9604,train
9605,train
9606,challenge
9607,train
9608,train
9609,train
9610,challenge
9611,train
9612,train
9613,calibration
9614,train
9615,challenge
9616,calibration
9617,val
9618,calibration
9619,train
9620,train
9621,train
9622,challenge
9623,train
9624,challenge
9625,train
9626,train
9627,val
9628,train
9629,calibration
9630,train
9631,val
9632,challenge
9633,calibration
9634,challenge
9635,train
9636,train
9637,train
9638,train
9639,calibration
9640,train
9641,calibration
9642,train
9643,train
9644,train
9645,train
9646,challenge
9647,challenge
9648,challenge
9649,train
9650,val
9651,val
9652,val
9653,train
9654,train
9655,val
9656,train
9657,val
9658,challenge
9659,train
9660,train
9661,train
9662,train
9663,train
9664,train
9665,challenge
9666,train
9667,calibration
9668,train
9669,val
9670,val
9671,train
9672,challenge
9673,train
9674,val
9675,train
9676,challenge
9677,train
9678,train
9679,train
9680,train
9681,train
9682,val
9683,challenge
9684,calibration
9685,train
9686,train
9687,train
9688,challenge
9689,train
9690,train
9691,train
9692,train
9693,train
9694,val
9695,train
9696,train
9697,train
9698,val
9699,val
9700,val
9701,challenge
9702,train
9703,challenge
9704,val
9705,val
9706,calibration
9707,train
9708,val
9709,val
9710,train
9711,val
9712,train
9713,challenge
9714,train
9715,val
9716,val
9717,train
9718,train
9719,train
9720,train
9721,calibration
9722,train
9723,train
9724,train
9725,train
9726,challenge
9727,challenge
9728,train
9729,train
9730,train
9731,train
9732,train
9733,challenge
9734,train
9735,train
9736,train
9737,challenge
9738,train
9739,train
9740,train
9741,train
9742,train
9743,calibration
9744,calibration
9745,train
9746,val
9747,train
9748,val
9749,train
9750,challenge
9751,train
9752,challenge
9753,train
9754,calibration
9755,train
9756,challenge
9757,challenge
9758,train
9759,train
9760,train
9761,train
9762,train
9763,val
9764,train
9765,train
9766,challenge
9767,calibration
9768,train
9769,train
9770,val
9771,train
9772,train
9773,train
9774,challenge
9775,calibration
9776,train
9777,train
9778,train
9779,train
9780,train
9781,train
9782,train
9783,calibration
9784,train
9785,train
9786,train
9787,calibration
9788,train
9789,calibration
9790,train
9791,train
9792,train
9793,train
9794,challenge
9795,val
9796,train
9797,train
9798,train
9799,train
9800,val
9801,train
9802,challenge
9803,val
9804,train
9805,train
9806,train
9807,train
9808,train
9809,challenge
9810,challenge
9811,train
9812,train
9813,train
9814,train
9815,train
9816,train
9817,train
9818,train
9819,calibration
9820,train
9821,train
9822,train
9823,train
9824,calibration
9825,train
9826,train
9827,train
9828,train
9829,train
9830,val
9831,train
9832,train
9833,val
9834,train
9835,train
9836,train
9837,challenge
9838,train
9839,train
9840,val
9841,val
9842,val
9843,train
9844,val
9845,val
9846,calibration
9847,train
9848,train
9849,val
9850,train
9851,val
9852,train
9853,challenge
9854,train
9855,challenge
9856,train
9857,train
9858,train
9859,train
9860,train
9861,train
9862,calibration
9863,train
9864,calibration
9865,train
9866,train
9867,train
9868,challenge
9869,val
9870,calibration
9871,train
9872,challenge
9873,train
9874,calibration
9875,train
9876,challenge
9877,calibration
9878,train
9879,challenge
9880,challenge
9881,val
9882,challenge
9883,train
9884,challenge
9885,challenge
9886,train
9887,train
9888,challenge
9889,train
9890,calibration
9891,train
9892,train
9893,val
9894,train
9895,challenge
9896,train
9897,train
9898,calibration
9899,train
9900,val
9901,train
9902,challenge
9903,challenge
9904,train
9905,train
9906,challenge
9907,train
9908,challenge
9909,val
9910,calibration
9911,train
9912,train
9913,calibration
9914,calibration
9915,val
9916,train
9917,train
9918,train
9919,train
9920,val
9921,train
9922,train
9923,calibration
9924,val
9925,train
9926,train
9927,val
9928,calibration
9929,train
9930,calibration
9931,train
9932,train
9933,calibration
9934,val
9935,train
9936,challenge
9937,train
9938,val
9939,val
9940,train
9941,train
9942,train
9943,val
9944,train
9945,train
9946,challenge
9947,challenge
9948,val
9949,train
9950,train
9951,train
9952,train
9953,val
9954,train
9955,val
9956,train
9957,train
9958,train
9959,val
9960,train
9961,train
9962,train
9963,train
9964,train
9965,train
9966,val
9967,train
9968,calibration
9969,train
9970,val
9971,train
9972,challenge
9973,train
9974,train
9975,challenge
9976,val
9977,train
9978,train
9979,calibration
9980,challenge
9981,train
9982,train
9983,train
9984,train
9985,train
9986,val
9987,calibration
9988,challenge
9989,val
9990,val
9991,train
9992,train
9993,train
9994,train
9995,train
9996,val
9997,train
9998,calibration
9999,train
10000,train
10001,train
10002,train
10003,train
10004,train
10005,challenge
10006,train
10007,val
10008,train
10009,challenge
10010,val
10011,calibration
10012,calibration
10013,train
10014,val
10015,train
10016,train
10017,train
10018,train
10019,train
10020,challenge
10021,val
10022,train
10023,train
10024,train
10025,train
10026,train
10027,challenge
10028,calibration
10029,val
10030,train
10031,train
10032,train
10033,challenge
10034,train
10035,train
10036,train
10037,val
10038,train
10039,challenge
10040,train
10041,val
10042,train
10043,challenge
10044,calibration
10045,challenge
10046,challenge
10047,val
10048,calibration
10049,challenge
10050,train
10051,calibration
10052,val
10053,val
10054,challenge
10055,calibration
10056,train
10057,train
10058,train
10059,train
10060,train
10061,train
10062,train
10063,val
10064,train
10065,train
10066,train
10067,train
10068,calibration
10069,challenge
10070,train
10071,train
10072,val
10073,train
10074,train
10075,challenge
10076,train
10077,train
10078,train
10079,train
10080,train
10081,train
10082,train
10083,train
10084,train
10085,train
10086,train
10087,calibration
10088,challenge
10089,train
10090,calibration
10091,train
10092,val
10093,train
10094,train
10095,train
10096,train
10097,train
10098,val
10099,train
10100,train
10101,calibration
10102,train
10103,val
10104,train
10105,train
10106,calibration
10107,train
10108,challenge
10109,train
10110,train
10111,train
10112,train
10113,train
10114,train
10115,train
10116,train
10117,train
10118,train
10119,val
10120,train
10121,challenge
10122,train
10123,challenge
10124,train
10125,val
10126,val
10127,train
10128,train
10129,train
10130,val
10131,val
10132,train
10133,train
10134,train
10135,train
10136,calibration
10137,train
10138,train
10139,calibration
10140,train
10141,train
10142,train
10143,calibration
10144,train
10145,train
10146,train
10147,train
10148,train
10149,train
10150,challenge
10151,train
10152,train
10153,train
10154,calibration
10155,challenge
10156,calibration
10157,calibration
10158,train
10159,train
10160,challenge
10161,challenge
10162,challenge
10163,calibration
10164,train
10165,train
10166,challenge
10167,train
10168,train
10169,val
10170,train
10171,val
10172,train
10173,train
10174,val
10175,calibration
10176,challenge
10177,train
10178,train
10179,train
10180,challenge
10181,train
10182,train
10183,train
10184,train
10185,calibration
10186,train
10187,val
10188,train
10189,val
10190,train
10191,calibration
10192,val
10193,train
10194,train
10195,challenge
10196,challenge
10197,calibration
10198,calibration
10199,train
10200,train
10201,train
10202,train
10203,challenge
10204,challenge
10205,train
10206,train
10207,train
10208,train
10209,train
10210,challenge
10211,train
10212,train
10213,calibration
10214,val
10215,train
10216,train
10217,val
10218,train
10219,challenge
10220,train
10221,train
10222,train
10223,train
10224,challenge
10225,val
10226,train
10227,challenge
10228,val
10229,train
10230,val
10231,val
10232,train
10233,train
10234,train
10235,val
10236,train
10237,train
10238,val
10239,train
10240,train
10241,calibration
10242,train
10243,train
10244,train
10245,val
10246,val
10247,challenge
10248,train
10249,challenge
10250,challenge
10251,train
10252,val
10253,challenge
10254,train
10255,train
10256,challenge
10257,val
10258,train
10259,val
10260,train
10261,train
10262,calibration
10263,val
10264,train
10265,challenge
10266,train
10267,calibration
10268,val
10269,train
10270,calibration
10271,val
10272,train
10273,val
10274,challenge
10275,train
10276,train
10277,train
10278,train
10279,challenge
10280,challenge
10281,train
10282,train
10283,train
10284,calibration
10285,challenge
10286,train
10287,train
10288,val
10289,train
10290,train
10291,train
10292,calibration
10293,train
10294,train
10295,challenge
10296,calibration
10297,train
10298,val
10299,train
10300,train
10301,challenge
10302,train
10303,train
10304,challenge
10305,challenge
10306,val
10307,train
10308,val
10309,train
10310,train
10311,calibration
10312,train
10313,train
10314,train
10315,val
10316,val
10317,train
10318,challenge
10319,val
10320,train
10321,train
10322,train
10323,train
10324,train
10325,calibration
10326,train
10327,val
10328,challenge
10329,train
10330,train
10331,challenge
10332,train
10333,train
10334,val
10335,train
10336,train
10337,train
10338,train
10339,train
10340,train
10341,calibration
10342,train
10343,calibration
10344,train
10345,val
10346,calibration
10347,val
10348,val
10349,calibration
10350,train
10351,train
10352,val
10353,challenge
10354,challenge
10355,train
10356,train
10357,train
10358,train
10359,train
10360,train
10361,challenge
10362,train
10363,train
10364,train
10365,train
10366,challenge
10367,calibration
10368,train
10369,train
10370,train
10371,train
10372,train
10373,challenge
10374,train
10375,train
10376,val
10377,train
10378,train
10379,train
10380,challenge
10381,train
10382,train
10383,val
10384,train
10385,train
10386,challenge
10387,train
10388,train
10389,train
10390,train
10391,train
10392,challenge
10393,train
10394,train
10395,calibration
10396,train
10397,val
10398,calibration
10399,train
10400,train
10401,train
10402,calibration
10403,val
10404,challenge
10405,train
10406,train
10407,train
10408,val
10409,challenge
10410,train
10411,calibration
10412,train
10413,train
10414,train
10415,train
10416,calibration
10417,train
10418,val
10419,val
10420,train
10421,challenge
10422,train
10423,train
10424,challenge
10425,train
10426,train
10427,challenge
10428,train
10429,train
10430,train
10431,train
10432,train
10433,train
10434,calibration
10435,train
10436,train
10437,train
10438,train
10439,train
10440,train
10441,train
10442,calibration
10443,challenge
10444,val
10445,train
10446,calibration
10447,challenge
10448,calibration
10449,val
10450,train
10451,train
10452,train
10453,calibration
10454,challenge
10455,calibration
10456,val
10457,challenge
10458,train
10459,train
10460,train
10461,train
10462,train
10463,challenge
10464,train
10465,train
10466,train
10467,val
10468,challenge
10469,train
10470,train
10471,val
10472,train
10473,val
10474,train
10475,challenge
10476,calibration
10477,train
10478,val
10479,train
10480,train
10481,train
10482,train
10483,val
10484,train
10485,train
10486,calibration
10487,challenge
10488,train
10489,calibration
10490,train
10491,train
10492,train
10493,val
10494,train
10495,challenge
10496,train
10497,val
10498,train
10499,challenge
10500,challenge
10501,train
10502,challenge
10503,train
10504,val
10505,train
10506,calibration
10507,train
10508,train
10509,challenge
10510,calibration
10511,calibration
10512,val
10513,challenge
10514,train
10515,train
10516,train
10517,val
10518,train
10519,calibration
10520,challenge
10521,train
10522,train
10523,challenge
10524,train
10525,calibration
10526,train
10527,train
10528,train
10529,train
10530,train
10531,val
10532,challenge
10533,val
10534,calibration
10535,val
10536,train
10537,train
10538,train
10539,train
10540,train
10541,val
10542,train
10543,calibration
10544,train
10545,train
10546,val
10547,calibration
10548,train
10549,val
10550,val
10551,val
10552,val
10553,train
10554,train
10555,calibration
10556,train
10557,challenge
10558,train
10559,val
10560,calibration
10561,calibration
10562,challenge
10563,train
10564,val
10565,train
10566,train
10567,calibration
10568,train
10569,val
10570,val
10571,train
10572,train
10573,calibration
10574,train
10575,val
10576,challenge
10577,val
10578,challenge
10579,train
10580,train
10581,train
10582,train
10583,calibration
10584,train
10585,train
10586,train
10587,train
10588,train
10589,val
10590,challenge
10591,challenge
10592,train
10593,train
10594,train
10595,challenge
10596,val
10597,train
10598,train
10599,train
10600,calibration
10601,train
10602,calibration
10603,calibration
10604,train
10605,train
10606,train
10607,train
10608,train
10609,train
10610,train
10611,challenge
10612,calibration
10613,train
10614,train
10615,train
10616,challenge
10617,train
10618,train
10619,val
10620,val
10621,calibration
10622,calibration
10623,calibration
10624,train
10625,val
10626,train
10627,train
10628,calibration
10629,challenge
10630,calibration
10631,challenge
10632,val
10633,calibration
10634,val
10635,train
10636,train
10637,train
10638,train
10639,train
10640,train
10641,calibration
10642,val
10643,challenge
10644,val
10645,challenge
10646,train
10647,train
10648,train
10649,val
10650,calibration
10651,val
10652,calibration
10653,val
10654,train
10655,train
10656,train
10657,train
10658,challenge
10659,calibration
10660,calibration
10661,train
10662,train
10663,train
10664,train
10665,train
10666,train
10667,train
10668,train
10669,train
10670,train
10671,train
10672,val
10673,train
10674,train
10675,calibration
10676,train
10677,train
10678,challenge
10679,train
10680,train
10681,calibration
10682,train
10683,train
10684,calibration
10685,train
10686,val
10687,val
10688,train
10689,val
10690,train
10691,train
10692,train
10693,train
10694,challenge
10695,train
10696,calibration
10697,train
10698,train
10699,val
10700,train
10701,train
10702,train
10703,train
10704,train
10705,val
10706,train
10707,train
10708,challenge
10709,train
10710,train
10711,challenge
10712,challenge
10713,calibration
10714,train
10715,calibration
10716,calibration
10717,train
10718,train
10719,train
10720,train
10721,train
10722,challenge
10723,val
10724,train
10725,train
10726,train
10727,train
10728,train
10729,challenge
10730,train
10731,train
10732,train
10733,train
10734,train
10735,val
10736,train
10737,val
10738,val
10739,train
10740,train
10741,calibration
10742,train
10743,challenge
10744,train
10745,val
10746,calibration
10747,train
10748,train
10749,train
10750,train
10751,train
10752,calibration
10753,train
10754,val
10755,train
10756,train
10757,train
10758,challenge
10759,calibration
10760,val
10761,calibration
10762,challenge
10763,val
10764,challenge
10765,train
10766,train
10767,val
10768,val
10769,train
10770,train
10771,train
10772,train
10773,train
10774,val
10775,train
10776,calibration
10777,calibration
10778,train
10779,challenge
10780,train
10781,challenge
10782,train
10783,calibration
10784,val
10785,challenge
10786,train
10787,train
10788,challenge
10789,val
10790,challenge
10791,calibration
10792,val
10793,train
10794,val
10795,train
10796,train
10797,val
10798,train
10799,train
10800,train
10801,train
10802,train
10803,train
10804,train
10805,train
10806,train
10807,challenge
10808,train
10809,val
10810,train
10811,val
10812,calibration
10813,train
10814,train
10815,train
10816,train
10817,challenge
10818,train
10819,train
10820,challenge
10821,val
10822,challenge
10823,train
10824,train
10825,calibration
10826,train
10827,train
10828,train
10829,train
10830,val
10831,challenge
10832,train
10833,challenge
10834,train
10835,train
10836,val
10837,train
10838,train
10839,train
10840,train
10841,val
10842,train
10843,train
10844,train
10845,train
10846,train
10847,train
10848,train
10849,val
10850,val
10851,train
10852,train
10853,train
10854,train
10855,train
10856,train
10857,train
10858,val
10859,train
10860,train
10861,train
10862,train
10863,train
10864,challenge
10865,train
10866,calibration
10867,train
10868,train
10869,train
10870,train
10871,challenge
10872,challenge
10873,calibration
10874,challenge
10875,train
10876,challenge
10877,train
10878,train
10879,val
10880,train
10881,train
10882,train
10883,challenge
10884,train
10885,calibration
10886,val
10887,train
10888,train
10889,train
10890,train
10891,val
10892,challenge
10893,train
10894,train
10895,train
10896,train
10897,train
10898,val
10899,calibration
